Disease,All_Symptoms
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease10,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease11,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease20,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
disease21,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
disease22,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
disease23,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease24,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
disease25,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload"
disease26,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease38,"skin_rash,pus_filled_pimples,blackheads,scurring"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease5,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease7,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease10,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease11,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease20,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
disease21,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
disease22,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
disease23,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease24,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
disease25,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload"
disease26,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease38,"skin_rash,pus_filled_pimples,blackheads,scurring"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease5,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease7,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease10,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease11,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease20,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
disease21,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
disease22,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
disease23,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease24,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
disease25,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload"
disease26,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
disease33,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
disease34,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
disease35,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
disease36,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
disease37,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
disease38,"skin_rash,pus_filled_pimples,blackheads,scurring"
disease39,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
disease40,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
disease41,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
disease1,"itching,skin_rash,nodal_skin_eruptions,dischromic _patches"
disease2,"continuous_sneezing,shivering,chills,watering_from_eyes"
disease3,"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain"
disease4,"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease5,"itching,skin_rash,stomach_pain,burning_micturition,spotting_ urination"
disease6,"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching"
disease7,"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts"
disease8,"fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria"
disease9,"vomiting,sunken_eyes,dehydration,diarrhoea"
disease10,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
disease11,"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration"
disease12,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
disease13,"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance"
disease14,"vomiting,headache,weakness_of_one_body_side,altered_sensorium"
disease15,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
disease16,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
disease17,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body"
disease18,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
disease19,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
disease20,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain"
disease21,"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections"
disease22,"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history"
disease23,"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes"
disease24,"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding"
disease25,"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload"
disease26,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
disease27,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
disease28,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
disease29,"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
disease30,"vomiting,breathlessness,sweating,chest_pain"
disease31,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
disease32,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
